Chapter,SubChapter,Question,Person,Answer
회사 생활 근황과 팀 내 문화 파악,팀 내 관계 평가,5~7점을 준 이유는?,야옹이는왈왈,"수평적인 관계를 느낄 수 있었던 순간은 힘들거나 중재가 필요한 사항을 이야기했을 때, 1) 먼저 최대한 귀기울여 듣고 2) 무시하거나 강압적인 태도가 아닌, 존중하는 태도로 대해주심 3) 최대한 조정해주시고, 어려울 경우 그 이유를 최대한 상세하게 설명 & 나중에라도 보상을 조금이나마 해주려고 노력하는 모습을 보여주심"
회사 생활 근황과 팀 내 문화 파악,팀 내 관계 평가,5~7점을 준 이유는?,HJ,인간적으로는 좋은데 관리자로서 좀 더 단호한 가이드/결정을 해줬으면 좋겠는 부분이 있다
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,본받고 싶은 점 vs. 절대 배우고 싶지 않은 리더의 모습은?,진행자,(7) 질문6. 본받고 싶은 점 vs. 절대 배우고 싶지 않은 리더의 모습은?
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,본받고 싶은 점 vs. 절대 배우고 싶지 않은 리더의 모습은?,야옹이는왈왈,"다만 팀장+윗급의 매니징할 업무가 너무 많아서 본인들도 힘겨워하시는 경우를 볼 수 있습니다. 그럴때에는 약간 수평적인 부분이 어긋나긴 하는데, 그정도는 입장바꿔 생각해보면 이해가 가긴 합니다."
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,본받고 싶은 점 vs. 절대 배우고 싶지 않은 리더의 모습은?,당고,"팀장님한테 가는 건 해답을 원하고, 결정해주기 원해서인데"
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",진행자,"질문6-1. 먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?"
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",당고,본인도 모르겠다고 하고 무책임한 모습을 보이실 때 실망스러울 때가 있습니다
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",Kicj,"실수에 대해서 피드백을 명확히 주지만, 그 이후에 감정적으로 대하진 않는 것"
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",토르,언제나 열심히 하고 해결해 주려고 노력 하십니다
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",당고,"그러면 점점 소통을 줄이고, 되든 안되든 혼자 알아서 하게 되는 것 같아요"
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",10점만점에10점,업무량은 월급이 많은 순으로..
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",주4일제,팀장님의 뛰어난 보고서 작성 스킬과 PT 능력 본받고 싶어요 ㅎㅎ
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",ㄹㄹㄹ,본인의 부정적인 감정을 드러내지 않는 것
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",ㄹㄹㄹ,팀장이니까 일을 더 한다고 말씀하시는 부분
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",seaaa,감정적으로 대처하지 않고 신중한 것
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",뭐라고할까,"미안하다, 고맙다 표현하는 점"
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",제우스,고생했다. 잘했다. 고맙다. 별거 아닌데 저런 말씀 자주 해주시면 일할 때 힘이 많이 남.
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",뿌셔뿌셔,감정적으로 하시지 않고 신중하고 침착하게 대해주시는 것
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",0101,"인간적으로도 본받을 점이 많고 업무도 잘 하시는 점, 팀장으로서 책임을 다하는 모습을 보여주심"
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",코인물림,팀원의 의견을 경청하시려는 모습
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",토르,22
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",야옹이는왈왈,"본받고싶은점: 존중하고 배려하는 태도, 팀원에게 어렵지 않게 친근한게 다가갈 수 있는 친화력, 차분하게 하나하나 설명해주시는 친절함+업무 능력 배우고싶지 않은점: 강단있게 컷 해야될 상황이 있는데 그러지 못할 때 (ex. 클라의 followup, 일정 등 측면에서 무리한 요구 등등)"
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",피카츄,바쁘지만 긍정적 피드백이 있다면 해주시려고 하는 느낌
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",주4일제,실수 했을 때 혼내시기 보다는 어떻게 개선해야 하는지를 알려주시는 점
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",진인사대천명,모든사람한테 평등하게 대하는점
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",ㅇ6,클라이언트와 팀원들 사이에서 중재를 해주시는 점
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",yoyo,능력도 있지만 우선 감정적으로 사람을 대하지 않고 의견을 진심으로 들어주시는 모습
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,"먼저 이런 점도 본받고 싶다, 나도 팀장이 되면 저렇게 해야겠다고 생각하는 점들?",Kicj,클라이언트에게 할 말은 하는 당당한 모습
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,진행자,질문6-2. 다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,뿌셔뿌셔,칭찬을 좀 더 해주고 격려를 해주자
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,야옹이는왈왈,무리한 클라이언트 요구까지 다 들어주는건....ㅠㅠ
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,ㄹㄹㄹ,클라이언트의 갑작스럽고 강압적인 요청에 굴복하는 것....
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,yoyo,팀원들의 업무량이나 상황을 알면서도 클라이언트나 윗선에 무조건 yes 하는 점 본받고 싶지 않아요
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,후레쉬번,감정을 그대로 팀원들에게 표출하는 것..
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,감자,기분이 태도가 되는 모습
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,0101,"무리한 요구에 대해서 No 가 잘 안되는 것,,,,"
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,내이름이뭐야,팀원들의 휴가나 업무로드를 챙겨주는 점이 필요해보여요
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,뭐라고할까,팀원들 너무 믿고 일 떠넘기는거
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,도비,보고서 쓸때 나랑은 ok 했는데 상무님등 높은 분이 피드백 주면 왜 그렇게 안했냐고 할때....
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,노네임,"다른 사람의 평가를 듣고 그 사람을 평가하기 보단, 내가 직접 느낀 그 사람에 대한 느낌을 바탕으로 평가해주기."
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,0101,"그런데 이게 사실 팀장님 개인의 문제인지는 모르겠어요,,"
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,seaaa,"너무 대놓고 남의 편인 것 (클라이언트, 윗분들, 하다못해 다른 팀까지)"
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,주4일제,가끔 너무 바쁘시면 프록트 PM이 되어 주시지 않는점.. 실무를 해야 하는 주니어가 다 떠안아야 하는 점
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,진인사대천명,기분이 태도가 되는 것 22
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,ㅇ6,3333
회사 생활 근황과 팀 내 문화 파악,팀 리더에 대한 팀원들의 인식 파악,다음으로 이런 점은 절대 배우고 싶지 않다고 생각되는 리더의 모습은?,야옹이는왈왈,작성하긴 했는데... 생각해보니 팀장님도 사람인지라 분명 어려운 입장이 있다고 생각은 됩니다. 회사 측에서도 함께 해결하려는 노력이 필요하지 않을까 싶네요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,진행자,(8) 질문7. 내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,ㄹㄹㄹ,고객사의 만족도가 인사고과에 반영된다는 말이 있던데.... 그런 이유 때문에 No를 잘 못하시는 것 같기도 해요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,월요일은,All 재택으로도 돌아갈수 있는 신뢰
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,도비,여유인원이 한명도 없어서 한명이 휴가 등으로 빠지면 나머지 인원이 너무 고통받는 구조라서 개선 필요해보여요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,seaaa,맞아요 휴가갈때 아무도 뭐라 안해도 눈치보여요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,주4일제,"필요 할때는 바빠도 팀회의를 하면서 서로 프로젝트에 대해서 이해하고, 가끔은 바쁘지만 얼굴 보고 밥도 먹으면서 허심탄회하게 얘기하는 기회가 자주 있었으면 해요"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,야근요정,대체 인원이 충분히 있어서 개인 사유로 편히 쉴 수 있으면
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,피카츄,저도 공감합니다 물리적으로 어려운 일정에도 NO를 할 수 없다보니 그것이 팀 분위기에 영향을 주는 것 같아요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,ㄹㄹㄹ,"특정 프로젝트에 일이 몰릴 때, 서로 조금씩 더 도와줬으면 해요"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,야근요정,휴가인데도 업무 대문에 팀에서 계속 연락오면 스트레스 받습니다
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,ㄹㄹㄹ,집에 가는 사람은 계속 집에 가고... 일이 몰린 사람은 몇 달 동안 홀로 야근해서 울고 싶어요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,내이름이뭐야,휴가여도 이메일 응대하라는 연락을 받으면 현타가 오죠
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,경기침체,팀 매출 타겟 조정
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,10점만점에10점,팀장님이 혼자 야근하니까 퇴근 하는게 눈치 보여요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,경기침체,인센을 못 받아요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,야옹이는왈왈,"솔직히 지금 본부+팀 분위기 너무 좋아서 더 좋은사람들 만날 수 있을까 싶습니다. 정말로 업무량이 최대스트레스라 그것만 잘 해결된다면.... : ) +아 그리고 재택 현행 고정2일말고, 할수있을때 좀더 자율적으로최대한 재택하면 좋겠습니다. 집에 있다고 일 안하고 놀수있는 구조가 아니다보니ㅎㅎ"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,주4일제,맞아요 222
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,0101,"업무특성상 대무자가 잘 없는데 일정은 조정이 안되고, 그와중에 클라이언트가 추가로 요청하는건 너무 많은데 그걸 다 받아버리니까 너무 지쳐요"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,ㄹㄹㄹ,꼭 돈이 아니더라도 야근에 대한 보상이 있었으면 좋겠어요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,야근요정,콩체크나 마코노미 타임시트로 야근 시간 체크하는거는 무의미해보여요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,ㄹㄹㄹ,일은 죽도록 했는데 매출 타겟을 못 맞춰서 인센을 많이 못 받는다 하니 현타가 와요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,경기침체,트랙킹 없는 팀은
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,경기침체,매출 타겟을 낮춰줬으면..
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,야옹이는왈왈,"이상적인 팀/조직: 지금 함께하는 사람들과 웃으면서, 매일은 아니더라도 자주 제때 퇴근하고 싶습니다ㅎㅎ"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,뭐라고할까,주말근무나 휴일근무하면 대체휴일 줬으면 좋겠어요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,제우스,인센티브 기준도 투명하게 공유하고 이렇게 힘들게 타겟 맞춰야하면 잘 챙겨줬으면 좋겠어요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,yoyo,대체휴일 정말 필요해요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,도비,맞아요 크리에이티브 워크샵 토요일에 하면 월요일엔 쉬게 해주세요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,피카츄,타겟이 너무 높아요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,0101,보고서 나가고 나서 요청사항 오는거 횟수 제한이라든가 돈을 추가로 좀 받았으면 좋겠어요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,0101,대체휴일 진짜 너무 필요함
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,ㄹㄹㄹ,연말에 일이 몰려서 절대 휴가 못 쓰는데
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,야옹이는왈왈,보고서 제출후 팔로우업 위 의견 저도 동의합니다
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,ㄹㄹㄹ,잔여 휴가를 돈으로 줬으면 좋겠어요....
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,야근요정,"컨설팅업체들 보면 프로젝트 끝나고 조금 쉴틈이 있는데, 저희는 프로젝트 끝나면 바로 투입될 프로젝트가 기다리고 있어서......숨을 돌릴 틈이 없어요. 회복하는 시간도 필요해요"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,주4일제,건강검진도 필요하지만 다들 제때 못하는 것 같애서 회사 차원에서 건강검진 버스 같은걸 오게 하면 좋을 거 같아요. 여기저기 아파요 ㅜㅜ ㅋㅋㅋ
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,HJ,눈이 침침해요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,ㄹㄹㄹ,오피스 완전 클로즈도 대표님은 부정적이신 것 같고..
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,10점만점에10점,버스오면 건강검진이 아니라 신체검사 해요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,내가 생각하는 이상적인 팀 혹은 조직은 어떤 모습인지?,주4일제,그건 맞네요.. 10점님
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,진행자,대체휴일이 필요하다?
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,뿌셔뿌셔,건강검진 휴일이 없어요....
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,주4일제,대체휴일 매우 필ㅇ합니다!!!
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,Kicj,필요해요...
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,배고프다,손이요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,도비,저요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,뭐라고할까,필요 (손)
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,콩콩이,매우매우 필요해요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,제우스,손이요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,경기침체,휴가 이월은 안 되려나요...
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,노네임,손..
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,피카츄,손
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,자허블,손
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,진인사대천명,필요합니다
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,?,손
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,SK,야근 시간 기록해두었다가 일정 넘으면 대체휴일로 지급해주시면 좋겠어요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,yoyo,손
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,내이름이뭐야,손
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,경기침체,환급이라던지..
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,제우스,대체휴일이 필요한게 아니라 그냥 당연한게 아닌가 싶습니다.
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,Kicj,대체휴가를 받을 수 있다는 가능성 자체가 있는 것이랑 없는 것이랑 다른 것 같아요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,야옹이는왈왈,손
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,야근요정,손
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,퇴근할랭,손
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,ㄹㄹㄹ,주변에 에이전시 다니는 지인이 많은데
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,노네임,"야근에 대한 추가수당이 안나온다면, 대체 휴일을 챙겨줘야 하지 않을까요..?"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,Kicj,맞아요
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,ㄹㄹㄹ,대체휴가 안 주시는 회사는 저희밖에 없어요...
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,녹차,손
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,ㅇ6,노네임 분과 동의합니다
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,경기침체,"대체휴가 받아도.. 그 쉬는 날이 있다고 해도 다른 날에 더 야근을 하긴 해야하는 구조라 ,차라리 환급을 해줬으면"
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,야근요정,휴가 제때 다 못 쓰면 돈으로 주면 안되나요?
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,주4일제,프로젝트 상 일 쉬어가는 텀에는 정말 그냥 편히 대체 휴가 가고 싶어요.
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,경기침체,매년 휴가 엄청 많이 남아도
회사 생활 및 팀 내 문화에 대한 개선 사항,팀에 바라는 개선 사항,대체휴일이 필요하다?,yoyo,야근 수당 없으면 시간만큼 대체휴일 주더라구요
